# Multilingual Central Repository	spa	http://adimen.si.ehu.es/web/MCR/	CC BY 3.0 
00029336-v	lemma	sonreír burlonamente
00029378-n	lemma	evento
00029518-v	lemma	burlarse
00029518-v	lemma	mofarse
00029630-v	lemma	rebuznar
00029677-n	lemma	proceso
00030010-v	lemma	reírse con disimulo
00030010-v	lemma	reírse disimuladamente
00030142-v	lemma	reírse tontamente
00030358-n	lemma	acción
00030358-n	lemma	acto
00031264-n	lemma	agrupación
00031264-n	lemma	colectivo
00031264-n	lemma	grupo
00031540-v	lemma	reírse a carcajadas
00031663-v	lemma	reírse ahogadamente
00031663-v	lemma	reírse bajito
00031663-v	lemma	reírse entre dientes
00031820-v	lemma	reír
00031921-n	lemma	relación
00031921-n	lemma	vínculo
00032414-v	lemma	reírse a carcajadas
00032539-v	lemma	mofarse
00032539-v	lemma	sonreír burlonamente
00032613-n	lemma	posesión
00032981-v	lemma	fruncir
00033020-n	lemma	comunicación
00033615-n	lemma	cantidad
00033615-n	lemma	cuantía
00033615-n	lemma	medida
00034213-n	lemma	fenómeno
00034479-n	lemma	cosa
00034574-n	lemma	bondad
00034777-n	lemma	abdominoplastia
00035189-n	lemma	logro
00035189-n	lemma	realización
00036362-v	lemma	lavar
00036762-n	lemma	hazaña
00036762-n	lemma	logro
00036780-v	lemma	fregar
00036780-v	lemma	frotar
00037200-n	lemma	crédito
00037200-n	lemma	haber
00037396-n	lemma	acción
00037396-n	lemma	acto
00037396-n	lemma	hecho
00037919-v	lemma	bañar
00038365-v	lemma	desenmarañar
00038365-v	lemma	desenredar
00038365-v	lemma	peinar
00038849-v	lemma	aderezar
00038849-v	lemma	arreglar
00038849-v	lemma	atusar
00038849-v	lemma	cardar
00038849-v	lemma	marcar
00038849-v	lemma	peinar
00039021-n	lemma	interacción
00039211-n	lemma	interacción
00039297-n	lemma	contacto
00039488-v	lemma	ondular
00039545-n	lemma	encontronazo
00039824-v	lemma	permanentar
00040152-n	lemma	intercambio
00040353-v	lemma	acicalarse
00040353-v	lemma	almohazar
00040353-v	lemma	arreglarse
00040353-v	lemma	cuidarse
00040420-n	lemma	reciprocidad
00040766-v	lemma	asearse
00040804-n	lemma	trato
00041554-v	lemma	pintar
00041899-n	lemma	adquisición
00042173-v	lemma	empolvarse
00042757-n	lemma	partida
00042757-n	lemma	salida
00043116-n	lemma	bravura
00043116-n	lemma	coraje
00043116-n	lemma	intrepidez
00043116-n	lemma	osadía
00043116-n	lemma	valor
00043195-n	lemma	descubrimiento
00043195-n	lemma	hallazgo
00043480-v	lemma	perfumarse
00043902-n	lemma	golpe
00044037-v	lemma	emperejilarse
00044037-v	lemma	emperifollarse
00044150-n	lemma	ejecución
00044673-n	lemma	ecualizador
00044673-n	lemma	nivelación
00045240-v	lemma	emperejilarse
00045240-v	lemma	emperifollarse
00045639-v	lemma	almohazar
00045639-v	lemma	arreglar
00045639-v	lemma	asear
00045639-v	lemma	cuidar
00045646-n	lemma	recuperación
00045817-v	lemma	adelgazar
00045817-v	lemma	enflaquecer
00045817-v	lemma	rebajar
00045817-v	lemma	reducir
00045907-n	lemma	recuperación
00046522-n	lemma	contacto
00047018-n	lemma	hazaña
00047106-n	lemma	desempeño
00047106-n	lemma	rendimiento
00047610-v	lemma	llevar
00047745-v	lemma	llevar
00047745-v	lemma	vestir
00047945-v	lemma	vestir
00048225-n	lemma	cumplimiento
00048225-n	lemma	llegada
00048225-n	lemma	logro
00048225-n	lemma	obtención
00048374-n	lemma	llegada
00048656-n	lemma	logro
00048790-v	lemma	enchaquetar
00048790-v	lemma	enchaquetarse
00049003-n	lemma	entrada
00049007-v	lemma	encamisarse
00049636-n	lemma	irrupción
00049770-v	lemma	calzarse
00049789-n	lemma	acceso
00049789-n	lemma	entrada
00049900-v	lemma	desnudar
00050037-n	lemma	inscripción
00050037-n	lemma	registro
00050195-n	lemma	aparición
00050693-n	lemma	aparición
00050693-n	lemma	emergencia
00051192-n	lemma	regreso
00051192-n	lemma	vuelta
00051525-n	lemma	penetración
00051761-v	lemma	disfrazar
00052043-v	lemma	vestir
00052334-n	lemma	llegada
00052374-v	lemma	llevar
00052374-v	lemma	vestir
00052548-v	lemma	fecundar
00052548-v	lemma	fertilizar
00052548-v	lemma	inseminar
00053020-n	lemma	escape
00053097-n	lemma	adiós
00053097-n	lemma	despedida
00053159-v	lemma	embarazar
00053159-v	lemma	fecundar
00053159-v	lemma	fertilizar
00053159-v	lemma	preñar
00053609-n	lemma	desaparición
00053913-n	lemma	retirada
00054059-v	lemma	fertilizar
00054059-v	lemma	polinizar
00054535-v	lemma	aparearse
00054535-v	lemma	cruzar
00054628-v	lemma	engendrar
00055142-v	lemma	multiplicarse
00055142-v	lemma	procrear
00055142-v	lemma	reproducir
00055142-v	lemma	reproducirse
00055227-n	lemma	retira
00055227-n	lemma	retirada
00055315-n	lemma	abandono
00055539-v	lemma	propagar
00055539-v	lemma	propagarse
00055709-v	lemma	vegetar
00055871-v	lemma	propagar
00055932-n	lemma	desviacionismo
00056087-n	lemma	emigración
00056093-v	lemma	inocular
00056311-n	lemma	inmigración
00056334-v	lemma	criar
00056551-n	lemma	aliyá
00056551-n	lemma	aliá
00056683-v	lemma	desovar
00056912-n	lemma	retirada
00056930-v	lemma	alumbrar
00056930-v	lemma	nacer
00056930-v	lemma	parir
00056930-v	lemma	tener
00057162-n	lemma	receso
00057306-n	lemma	retirada
00057306-n	lemma	retroceso
00057486-n	lemma	recesión
00057657-n	lemma	marcha
00057657-n	lemma	partida
00057657-n	lemma	salida
00057665-v	lemma	gemelo
00057895-v	lemma	parir
00058135-v	lemma	parir
00058265-v	lemma	parir
00058401-v	lemma	parir
00058516-v	lemma	parir
00058519-n	lemma	salida
00058608-n	lemma	fuga
00058645-v	lemma	parir
00058743-n	lemma	fuga
00058743-n	lemma	huida
00058794-v	lemma	parir
00058897-v	lemma	parir
00059552-n	lemma	maniobra
00059728-n	lemma	abrazo
00059769-v	lemma	perder
00059989-n	lemma	fuga
00059989-n	lemma	huida
00060185-v	lemma	aclocarse
00060185-v	lemma	cubrir
00060185-v	lemma	empollar
00060185-v	lemma	incubar
00060201-n	lemma	escape
00060201-n	lemma	fuga
00060201-n	lemma	huida
00060201-n	lemma	polvorosa
00060747-n	lemma	escabullida
00061290-n	lemma	despacho
00061290-n	lemma	expedición
00061595-v	lemma	capar
00061595-v	lemma	castrar
00061595-v	lemma	emascular
00061595-v	lemma	esterilizar
00061595-v	lemma	mutilar
00061792-n	lemma	consumación
00061917-n	lemma	cumplimiento
00061917-n	lemma	realización
00062067-v	lemma	trepanar
00062133-n	lemma	orgasmo
00062451-n	lemma	realización
00062671-n	lemma	realización personal
00062774-v	lemma	esterilizar
00062806-n	lemma	logro
00063014-n	lemma	marca
00063291-v	lemma	irritar
00063652-n	lemma	éxito
00063916-v	lemma	calmar
00063916-v	lemma	tranquilizar
00064095-v	lemma	aliviar
00064370-n	lemma	sorpresa
00064370-n	lemma	éxito inesperado
00064487-v	lemma	masajear
00064504-n	lemma	exitazo
00064504-n	lemma	golpe
00064504-n	lemma	triunfar
00064504-n	lemma	triunfo
00064504-n	lemma	éxito
00064643-v	lemma	dañar
00064789-n	lemma	acierto
00064789-n	lemma	diana
00065070-v	lemma	doler
00065070-v	lemma	sufrir
00065216-n	lemma	conquista
00065370-v	lemma	padecer
00065370-v	lemma	tener
00065418-n	lemma	éxito absoluto
00065639-v	lemma	sufrir
00065855-n	lemma	crédito
00066025-v	lemma	gemir
00066025-v	lemma	gimotear
00066025-v	lemma	lloriquear
00066025-v	lemma	sollozar
00066191-v	lemma	llorar
00066191-v	lemma	sollozar
00066397-n	lemma	descuido
00066397-n	lemma	olvido
00066397-n	lemma	omisión
00066636-n	lemma	fracaso
00066862-v	lemma	berrear
00067129-v	lemma	sollozar
00067153-n	lemma	nada
00067274-v	lemma	gimotear
00067274-v	lemma	llorar
00067274-v	lemma	lloriquear
00067274-v	lemma	resollar
00067274-v	lemma	sollozar
00067397-n	lemma	incomparecencia
00067526-n	lemma	derrota
00067526-n	lemma	fracaso
00067526-n	lemma	pérdida
00067545-v	lemma	sudar
00067990-n	lemma	frustración
00067999-v	lemma	desprender
00068170-n	lemma	cambio
00068170-n	lemma	giro
00068170-n	lemma	vuelco
00068333-n	lemma	caída
00068617-n	lemma	recaída
00068617-n	lemma	reincidencia
00069012-v	lemma	chorrear
00069879-v	lemma	herir
00069879-v	lemma	lesionar
00070439-v	lemma	pisar
00070439-v	lemma	pisotear
00070633-v	lemma	conmocionar
00070736-v	lemma	cocear
00070965-n	lemma	error
00070965-n	lemma	fallo
00070965-n	lemma	falta
00071646-v	lemma	martirizar
00071803-v	lemma	forzar
00071803-v	lemma	tirar
00072012-v	lemma	evacuar
00072012-v	lemma	mear
00072012-v	lemma	orinar
00072261-n	lemma	mancha
00072473-n	lemma	confusión
00072691-n	lemma	aceptación
00072989-v	lemma	eliminar
00073177-n	lemma	redondeo
00073343-v	lemma	arrojar
00073343-v	lemma	echar
00073713-n	lemma	tergiversación
00073828-n	lemma	lapsus
00074524-n	lemma	olvido
00074624-n	lemma	descuido
00074790-n	lemma	blooper
00074790-n	lemma	cagada
00074790-n	lemma	cante
00074790-n	lemma	caída
00074790-n	lemma	chapucería
00074790-n	lemma	disparate
00074790-n	lemma	embrollo
00074790-n	lemma	equivocación
00074790-n	lemma	estropeo
00074790-n	lemma	patochada
00074790-n	lemma	plancha
00075021-v	lemma	agotar
00075021-v	lemma	cansar
00075618-n	lemma	lío
00075708-v	lemma	agotar
00075708-v	lemma	extenuar
00075790-n	lemma	chorrada
00075790-n	lemma	estupidez
00075790-n	lemma	gilipollez
00075790-n	lemma	tontería
00075998-v	lemma	agotar
00075998-v	lemma	extenuar
00075998-v	lemma	rendir
00075998-v	lemma	vencer
00076393-n	lemma	plancha
00076400-v	lemma	devolver
00076563-n	lemma	traspié
00076563-n	lemma	tropiezo
00076884-n	lemma	caída
00077071-v	lemma	arrojar
00077071-v	lemma	expeler
00077071-v	lemma	expulsar
00077071-v	lemma	eyectar
00077071-v	lemma	lanzar
00077369-v	lemma	mantener
00077419-n	lemma	adquisición
00077698-v	lemma	ahogar
00077950-v	lemma	ahogar
00077950-v	lemma	asfixiar
00077950-v	lemma	estrangular
00078217-n	lemma	contracción
00078401-v	lemma	padecer
00078401-v	lemma	sufrir
00078760-v	lemma	cuidar
00078760-v	lemma	ocuparse
00078760-v	lemma	preocuparse
00078760-v	lemma	trata
00078760-v	lemma	tratar
00079018-n	lemma	adquisición
00079018-n	lemma	compra
00079398-n	lemma	comercio
00080169-v	lemma	yodar
00080304-v	lemma	atender
00080304-v	lemma	tratar
00081072-v	lemma	administrar
00081072-v	lemma	dispensar
00081367-v	lemma	transfundir
00081367-v	lemma	transvasar
00081572-n	lemma	compra
00081725-v	lemma	curar
00081725-v	lemma	reavivar
00081725-v	lemma	sanar
00082081-n	lemma	compra
00082081-v	lemma	auxilio
00082081-v	lemma	ayuda
00082081-v	lemma	ayudar
00082308-v	lemma	aliviar
00082308-v	lemma	reconfortar
00082525-n	lemma	aceptación
00082563-v	lemma	aliviar
00082563-v	lemma	remediar
00082714-v	lemma	vendar
00082754-n	lemma	sucesión
00082870-n	lemma	asunción
00082870-n	lemma	toma
00083585-n	lemma	herencia
00083585-n	lemma	patrimonio
00083729-n	lemma	adquisición
00083809-v	lemma	operar
00084371-n	lemma	adopción
00084895-n	lemma	apropiación indebida
00085041-n	lemma	preempción
00085046-v	lemma	dopar
00085046-v	lemma	drogar
00085219-n	lemma	embargo
00085246-v	lemma	dopar
00085246-v	lemma	drogar
00085506-v	lemma	anestesiar
00085506-v	lemma	narcotizar
00085506-v	lemma	sedar
00085829-n	lemma	embargo
00086077-v	lemma	sangrar
00086320-v	lemma	introducir
00086320-v	lemma	inyectar
00086809-n	lemma	ocupación
00086835-v	lemma	inmunizar
00087290-v	lemma	transfundir
00087423-n	lemma	subvención
00087663-n	lemma	concesión
00087736-v	lemma	coger
00087736-v	lemma	contraer
00087988-v	lemma	coger
00088339-v	lemma	envenenar
00088713-v	lemma	impurificar
00088713-v	lemma	infectar
00088725-n	lemma	detención
00089027-n	lemma	conquista
00089027-n	lemma	sometimiento
00089351-n	lemma	devolución
00089351-n	lemma	recuperación
00089351-n	lemma	restauración
00089351-n	lemma	restitución
00089602-v	lemma	clorar
00089750-v	lemma	contagiar
00089750-v	lemma	contaminar
00089750-v	lemma	infectar
00089973-v	lemma	gangrenar
00089973-v	lemma	llagar
00090076-n	lemma	ejecución de hipoteca
00090186-v	lemma	traumatizar
00090253-n	lemma	recepción
00090253-n	lemma	recibo
00090513-v	lemma	electrolizar
00090513-v	lemma	galvanizar
00091013-n	lemma	abandono
00091013-n	lemma	dejación
00091234-n	lemma	rechazo
00091404-n	lemma	desprendimiento
00091503-n	lemma	descarte
00091513-v	lemma	subluxar
00091670-n	lemma	colocación de minas
00091851-v	lemma	desjarretar
00091893-n	lemma	depuración de aguas
00091968-v	lemma	discapacitar
00091968-v	lemma	incapacitar
00091968-v	lemma	invalidar
00092690-v	lemma	convalescer
00092690-v	lemma	recuperar
00092690-v	lemma	recuperarse
00093006-n	lemma	capitalización
00093163-v	lemma	recuperar
00093163-v	lemma	recuperarse
00093483-n	lemma	entrega
00093483-n	lemma	liberación
00093483-n	lemma	rescate
00093483-n	lemma	salvación
00093483-n	lemma	salvamento
00094001-n	lemma	redención
00094001-n	lemma	salvación
00094460-v	lemma	adquirir
00094460-v	lemma	crecer
00094460-v	lemma	desarrollar
00094460-v	lemma	producir
00094500-n	lemma	indulgencia
00094788-n	lemma	conversión
00094954-n	lemma	proselitismo
00095329-n	lemma	indemnización
00095377-v	lemma	brotar
00095377-v	lemma	nacer
00095502-n	lemma	liberación
00095971-n	lemma	enmienda
00095971-n	lemma	recuperación
00095971-n	lemma	reforma
00095971-n	lemma	reformación
00096211-n	lemma	rescate
00096513-n	lemma	salvación
00096648-v	lemma	aumentar
00096648-v	lemma	crecer
00096766-v	lemma	enconarse
00096766-v	lemma	infectar
00096766-v	lemma	supurar
00096766-v	lemma	ulcerarse
00096969-n	lemma	reconquista
00097504-n	lemma	cumplimiento
00097504-n	lemma	ejecución
00097504-n	lemma	realización
00097621-v	lemma	regenerar
00097621-v	lemma	regenerarse
00097621-v	lemma	revitalizar
00098385-n	lemma	mecanismo
00098517-v	lemma	resucitar
00098625-n	lemma	servicio
00098770-v	lemma	levantarse
00098770-v	lemma	resucitar
00099721-v	lemma	ejercitar
00099721-v	lemma	trabajar
00099951-n	lemma	ilusión
00099951-n	lemma	magia
00099951-n	lemma	truco
00100044-v	lemma	entrenar
00100410-v	lemma	rodar
00100543-n	lemma	interpretación
00100543-n	lemma	versión
00100551-v	lemma	entrenar
00101003-n	lemma	giro
00101277-v	lemma	estirar
00101277-v	lemma	fortalecer
00101277-v	lemma	tonificar
00101570-n	lemma	spiccato
00101956-v	lemma	escupir
00102303-v	lemma	escupir
00102457-n	lemma	automación
00102457-n	lemma	mecanización
00102457-n	lemma	robotización
00103140-n	lemma	lanzamiento
00103317-v	lemma	enrojecer
00103741-v	lemma	decolorar
00103741-v	lemma	descolorar
00103834-n	lemma	fuerza
00104088-n	lemma	máxima aceleración
00104249-n	lemma	impulso
00104539-n	lemma	lanzamiento
00104868-v	lemma	expeler
00104868-v	lemma	expulsar
00105554-v	lemma	bromear
00105778-v	lemma	payasear
00105820-n	lemma	pase
00106726-n	lemma	encaje
00106960-v	lemma	atropellar
00107110-v	lemma	aumentar
00107110-v	lemma	engordar
00107137-n	lemma	saque
00107369-v	lemma	hacer
00107400-n	lemma	bola
00107604-v	lemma	cortar
00107943-v	lemma	fracturar
00107943-v	lemma	romper
00108604-v	lemma	dar
00108965-n	lemma	sinker
00109660-v	lemma	cambiar
00110745-n	lemma	mate
00112674-n	lemma	pulsación
00112828-n	lemma	clic
00112997-n	lemma	codazo
00112997-n	lemma	empujón
00113113-n	lemma	prensa
00113113-n	lemma	presión
00113726-n	lemma	empujón
00114291-v	lemma	caramelizar
00114298-n	lemma	codazo
00114481-v	lemma	rasterizar
00115036-n	lemma	transporte
00115157-v	lemma	convertir
00115292-n	lemma	remolque
00115500-n	lemma	tirón
00116008-n	lemma	tirón
00116203-v	lemma	verbalizar
00116496-v	lemma	esporular
00116687-n	lemma	expulsión
00116687-n	lemma	proyección
00117230-v	lemma	opalizar
00117578-n	lemma	eructo
00117624-v	lemma	maltear
00117959-n	lemma	guiño
00118733-n	lemma	vómito
00118764-v	lemma	seguir
00119210-n	lemma	hematemesis
00119297-n	lemma	hiperemesis
00119568-n	lemma	salto
00120095-v	lemma	arterializar
00120202-n	lemma	salto
00120316-v	lemma	convertir
00120316-v	lemma	volver
00120515-n	lemma	salto
00120675-v	lemma	hacer
00120796-v	lemma	poner
00121046-v	lemma	experimentar
00121046-v	lemma	tener
00121214-v	lemma	alternar
00121366-n	lemma	transmisión
00121506-v	lemma	alternar
00121678-v	lemma	alternar
00121926-v	lemma	intercambiar
00122097-v	lemma	vascularizar
00122530-n	lemma	pedaleo
00122530-n	lemma	ruedo
00122661-n	lemma	disparo
00122661-n	lemma	tiro
00123143-n	lemma	contratiro
00123170-v	lemma	alterar
00123170-v	lemma	cambiar
00123170-v	lemma	mudar
00123170-v	lemma	transformar
00123170-v	lemma	variar
00123430-n	lemma	disparo
00123430-n	lemma	pistoletazo
00123783-n	lemma	disparo
00125436-n	lemma	golpecito
00125436-n	lemma	palmadita
00125436-n	lemma	toque
00125633-v	lemma	revocar
00125633-v	lemma	revolucionar
00125841-v	lemma	tornar
00126236-n	lemma	choque
00126264-v	lemma	alterar
00126264-v	lemma	cambiar
00126264-v	lemma	modificar
00126721-n	lemma	fildeo
00128091-n	lemma	personal
00128638-n	lemma	elevado
00132982-n	lemma	triple
00133160-n	lemma	revés
00133234-n	lemma	torta
00133338-n	lemma	golpe
00133668-n	lemma	torta
00134099-n	lemma	nocaut
00134391-n	lemma	batazo
00134472-n	lemma	torta
00134780-n	lemma	bofetada
00134780-n	lemma	paliza
00134780-n	lemma	pinchazo
00134780-n	lemma	puñetazo
00134780-n	lemma	puñete
00134780-n	lemma	tortazo
00135013-v	lemma	mitificar
00135013-v	lemma	mitologizar
00135148-n	lemma	cachete
00135285-v	lemma	alegorizar
00135504-n	lemma	contraataque
00135504-n	lemma	contragolpe
00135504-n	lemma	quite
00135857-v	lemma	llevar
00136800-v	lemma	equilibrar
00136991-v	lemma	dejar
00137279-n	lemma	saque
00137313-v	lemma	afectar
00137313-v	lemma	conmover
00138069-v	lemma	repercutir
00138221-n	lemma	beso
00138508-v	lemma	invertir
00138508-v	lemma	revertir
00138508-v	lemma	trastocar
00138599-n	lemma	besazo
00138599-n	lemma	besuqueo
00139729-v	lemma	alcoholizar
00139758-n	lemma	intercepción
00139919-n	lemma	recepción
00140652-n	lemma	manipulación
00141176-n	lemma	inspección
00141669-n	lemma	check-in
00142191-v	lemma	formar
00142361-n	lemma	reconocimiento
00142665-n	lemma	confrontación
00143251-n	lemma	revisión
00143251-n	lemma	seguimiento
00143536-n	lemma	revisión
00143626-n	lemma	mirada
00143626-n	lemma	vistazo
00143704-v	lemma	cristalizar
00143763-n	lemma	oftalmoscopio
00144445-n	lemma	cosquillas
00144632-n	lemma	caricia
00145147-v	lemma	redondear
00145218-n	lemma	conexión
00145218-n	lemma	enlace
00145218-n	lemma	unión
00145448-v	lemma	cuadrar
00145779-n	lemma	acceso
00146277-n	lemma	aproximación
00146572-n	lemma	convergencia
00146856-n	lemma	fusión
00146856-n	lemma	unión
00147091-n	lemma	confluencia
00147187-n	lemma	encuentro
00147314-n	lemma	articulación
00147595-n	lemma	fijación
00147815-v	lemma	caer
00148653-n	lemma	soldadura
00148763-v	lemma	suspender
00148967-v	lemma	resuspender
00149469-v	lemma	calmar
00149508-n	lemma	soldadura
00150591-n	lemma	lamer
00150776-v	lemma	seguir
00151087-n	lemma	captación
00151087-n	lemma	detección
00151087-n	lemma	espionaje
00151087-n	lemma	localización
00151279-v	lemma	proporcionar
00151409-n	lemma	adelanto
00151497-n	lemma	hallazgo
00151574-v	lemma	readaptarse
00151689-v	lemma	disminuir
00151689-v	lemma	mermar
00152018-n	lemma	designación
00152018-n	lemma	identificación
00152762-v	lemma	amainar
00152762-v	lemma	disminuir
00152887-v	lemma	caer
00152887-v	lemma	disminuir
00153061-v	lemma	desvanecerse
00153061-v	lemma	evaporarse
00153061-v	lemma	volar
00153105-n	lemma	diagnóstico médico
00153263-v	lemma	acrecentar
00153263-v	lemma	incrementar
00153665-n	lemma	pronóstico
00153665-n	lemma	pronóstico médico
00153665-n	lemma	prospecto
00153809-n	lemma	resolución
00153809-n	lemma	solución
00154233-n	lemma	acreditación
00154233-n	lemma	certificación
00154388-v	lemma	aumentar
00154433-n	lemma	documentación
00154433-n	lemma	fundamento
00154778-v	lemma	ampliar
00154778-v	lemma	ensanchar
00155046-v	lemma	desplomarse
00155143-v	lemma	ascender
00155143-v	lemma	subir
00155406-v	lemma	remontar
00155487-n	lemma	localización
00155487-n	lemma	localizar
00155487-n	lemma	posición
00155487-n	lemma	ubicación
00155547-v	lemma	subir
00155869-v	lemma	acrecentar
00156390-n	lemma	iniciación
00156485-v	lemma	reducir
00156601-v	lemma	aumentar
00156601-v	lemma	incrementar
00156625-n	lemma	fomento
00156625-n	lemma	incitación
00156625-n	lemma	instigación
00157081-n	lemma	influencia
00157463-n	lemma	exposición
00157844-v	lemma	aumentar
00157877-n	lemma	subexposición
00158185-n	lemma	manipulación
00158222-v	lemma	adelantar
00158222-v	lemma	aumentar
00158503-v	lemma	alzar
00158503-v	lemma	elevar
00158687-v	lemma	subir
00158805-n	lemma	autosugestión
00159553-v	lemma	amontonar
00159553-v	lemma	contraer
00159620-n	lemma	tentación
00159880-v	lemma	aculturar
00159880-v	lemma	extranjerizar
00160261-v	lemma	asimilar
00160297-n	lemma	perversión
00160532-n	lemma	conquista
00160688-n	lemma	anotación
00161225-v	lemma	cambiar
00161225-v	lemma	intercambiar
00161243-n	lemma	elección
00161243-n	lemma	selección
00161731-v	lemma	rectificar
00161872-v	lemma	utilizar
00162236-n	lemma	lotería
00162236-n	lemma	sorteo
00162632-n	lemma	decisión
00162632-n	lemma	determinación
00162632-n	lemma	resolución
00162688-v	lemma	reemplazar
00162688-v	lemma	sustituir
00163251-v	lemma	cambiar
00163441-v	lemma	reformar
00163441-v	lemma	remozar
00163441-v	lemma	renovar
00163441-v	lemma	restaurar
00163703-v	lemma	gentrificar
00163779-n	lemma	designación
00163779-n	lemma	nombramiento
00164801-n	lemma	decisión
00165178-n	lemma	delegación
00165298-n	lemma	ordenación
00165618-v	lemma	consolidar
00165942-n	lemma	paso
00165971-v	lemma	impermeabilizar
00166172-n	lemma	jugada
00166355-n	lemma	movida
00166355-n	lemma	movimiento
00166845-v	lemma	impermeabilizar
00167934-v	lemma	reformar
00167934-v	lemma	reformarse
00168237-n	lemma	maniobra
00168588-v	lemma	regenerar
00168658-n	lemma	mudanza
00168658-n	lemma	traslado
00168910-v	lemma	revivir
